Mes,Data,Estrategia,Geo,Classe,Subclasses,Setor,Ativo,Ticker,Qnt_Total,Cotacao,Total,Pct_Atual,Pct_Ideal,Variacao,Qnt_Aportado,Valor_Aportado
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,Acoes,UTL,Taesa,TAEE11,6.0,28.934162139892578,173.60497283935547,0.08076113609098996,1.23020631169407,-1.1494451756030801,2.0,57.868324279785156
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,Acoes,MAT,CSN,CSNA3,197.0,10.133363723754883,1996.272653579712,0.9286672196864897,1.1654586110786,-0.23679139139211036,1.0,10.133363723754883
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,Acoes,CC,SBF,SBFG3,20.0,6.555820465087891,131.1164093017578,0.060995431191822984,0.97121550923216,-0.9102200780403371,8.0,52.446563720703125
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,Acoes,COM,Tim,TIMS3,188.0,3.244335174560547,609.9350128173828,0.2837421288754556,1.03596320984764,-0.7522210809721843,14.0,45.420692443847656
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,Acoes,BI,Suzano,SUZB3,3.0,48.799903869628906,146.39971160888672,0.0681052324685867,1.42444941354051,-1.3563441810719232,1.0,48.799903869628906
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,FIIs,HIB,Btg Pactual Terras Agri,BTCR11,18.0,7.891907215118408,142.05432987213135,0.06608375831338412,0.84172010800121,-0.7756363496878259,6.0,47.35144329071045
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,FIIs,HIB,Vinci Offices,VINO11,63.0,6.313595294952393,397.75650358200073,0.1850365608281706,1.1654586110786,-0.9804220502504295,9.0,56.82235765457153
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,FIIs,LOG,Patria Renda Imobiliaria,PATC11,3.0,59.136558532714844,177.40967559814453,0.08253108606571022,1.1654586110786,-1.0829275250128898,1.0,59.136558532714844
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,FIIs,LOG,Hedge Logistica,HGBS11,41.0,20.21250343322754,828.7126407623291,0.38551761085128267,1.42444941354051,-1.0389318026892274,3.0,60.63751029968262
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,FIIs,SHO,Iguatemi,IGTI11,6.0,18.788312911987305,112.72987747192383,0.052442005704843406,0.9064678086166801,-0.8540258029118367,2.0,37.57662582397461
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,FIIs,REC,Victoria Fundo de Fundos,VGIR11,15.0,7.700217247009277,115.50325870513916,0.053732184295609706,0.71222470677025,-0.6584925224746403,5.0,38.50108623504639
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,FIIs,REC,Maxi Renda,MXRF11,19.0,8.705310821533203,165.40090560913086,0.07694459916095106,1.03596320984764,-0.9590186106866888,6.0,52.23186492919922
4,2023-11-01 22:50:08.128139,Deficit,BR,RV,Criptoativos,-,Hashdex Crypto Index,HASH11,62.0,27.06999969482422,1678.3399810791016,0.7807647523110092,1.61869251538694,-0.8379277630759309,1.0,27.06999969482422
4,2023-11-01 22:50:08.128139,PO,BR,RF,Juros Pos,-,Tesouro SELIC,SELIC,13871.74270834595,1.0654136869106428,14779.144542774684,6.8823004792363545,7.76972407385734,-0.8874235946209854,0.044410093,0.04731512091917452
